,symboling,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,marque,modele
114,0,diesel,turbo,four,wagon,rwd,front,2900.68,60.62472,1.73736,1.49098,1580.76812,l,four,2.4908392000000004,idi,93.98,89.408,21.0,95,4150,9.408584,9.408584,15367.5,peugeot,505s turbo diesel
115,0,gas,std,four,sedan,rwd,front,2740.66,56.90616,1.73736,1.44018,1394.7954,l,four,1.9664520000000003,mpfi,87.884,81.026,8.4,97,5000,12.379715789473684,9.800608333333333,14967.0,peugeot,504
116,0,diesel,turbo,four,sedan,rwd,front,2740.66,56.90616,1.73736,1.44018,1475.081184,l,four,2.4908392000000004,idi,93.98,89.408,21.0,95,4150,8.400521428571428,7.127715151515151,16155.0,peugeot,504
117,0,gas,turbo,four,sedan,rwd,front,2743.2,56.90616,1.7348199999999998,1.4223999999999999,1419.74296,l,four,2.1958714,mpfi,91.69399999999999,81.53399999999999,7.0,142,5600,13.067477777777777,9.800608333333333,16335.0,peugeot,604sl
118,1,gas,std,two,hatchback,fwd,front,2379.98,47.945040000000006,1.62052,1.29032,869.989456,ohc,four,1.4748390000000002,2bbl,75.438,82.042,9.4,68,5500,6.357151351351351,5.736941463414634,5014.8,plymouth,fury iii
119,1,gas,turbo,two,hatchback,fwd,front,2379.98,47.945040000000006,1.62052,1.29032,965.243776,ohc,four,1.6059358000000001,spdi,76.96199999999999,86.106,7.6,102,5500,9.800608333333333,7.840486666666666,7161.3,plymouth,cricket
120,1,gas,std,four,hatchback,fwd,front,2379.98,47.945040000000006,1.62052,1.28524,892.215464,ohc,four,1.4748390000000002,2bbl,75.438,82.042,9.4,68,5500,7.587567741935484,6.189857894736842,5606.1,plymouth,fury iii
121,1,gas,std,four,sedan,fwd,front,2379.98,50.99304000000001,1.62052,1.29032,902.194488,ohc,four,1.4748390000000002,2bbl,75.438,82.042,9.4,68,5500,7.587567741935484,6.189857894736842,6022.8,plymouth,satellite custom (sw)
122,1,gas,std,four,sedan,fwd,front,2379.98,50.99304000000001,1.62052,1.29032,993.820072,ohc,four,1.6059358000000001,2bbl,75.438,82.042,9.4,68,5500,7.587567741935484,6.189857894736842,6848.1,plymouth,fury gran sedan
123,-1,gas,std,four,wagon,fwd,front,2623.8199999999997,53.21808,1.6408399999999999,1.5189199999999998,1149.85572,ohc,four,1.9992262000000003,2bbl,85.09,87.884,8.5,88,5000,9.800608333333333,7.840486666666666,8028.900000000001,plymouth,valiant
124,3,gas,turbo,two,hatchback,rwd,front,2435.86,52.79136,1.6840199999999999,1.27508,1278.222256,ohc,four,2.5563876000000003,spdi,91.18599999999999,98.044,7.0,145,5000,12.379715789473684,9.800608333333333,11487.6,plymouth,duster
125,3,gas,std,two,hatchback,rwd,front,2400.2999999999997,51.480720000000005,1.7348199999999998,1.27508,1260.0785759999999,ohc,four,2.4744521,mpfi,100.076,78.99399999999999,9.5,143,5500,12.379715789473684,8.711651851851851,19816.2,porsche,macan
126,3,gas,std,two,hardtop,rwd,rear,2273.2999999999997,51.480720000000005,1.651,1.31064,1250.099552,ohcf,six,3.1790974000000003,mpfi,94.996,73.66,9.5,207,5900,13.83615294117647,9.408584,29275.2,porcshce,panamera
127,3,gas,std,two,hardtop,rwd,rear,2273.2999999999997,51.480720000000005,1.651,1.31064,1250.099552,ohcf,six,3.1790974000000003,mpfi,94.996,73.66,9.5,207,5900,13.83615294117647,9.408584,30625.2,porsche,cayenne
128,3,gas,std,two,convertible,rwd,rear,2273.2999999999997,51.480720000000005,1.651,1.31064,1270.0576,ohcf,six,3.1790974000000003,mpfi,94.996,73.66,9.5,207,5900,13.83615294117647,9.408584,33325.200000000004,porsche,boxter
129,1,gas,std,two,hatchback,rwd,front,2499.36,53.55336,1.83642,1.2827,1526.790672,dohcv,eight,3.3265813000000004,mpfi,100.076,78.99399999999999,10.0,288,5750,13.83615294117647,8.400521428571428,28260.45,porsche,cayenne
130,0,gas,std,four,wagon,fwd,front,2440.9399999999996,55.321200000000005,1.6890999999999998,1.40208,1169.813768,ohc,four,2.1630972,mpfi,87.884,99.05999999999999,8.7,90,5100,10.226721739130435,7.587567741935484,8365.5,renault,12tl
131,2,gas,std,two,hatchback,fwd,front,2440.9399999999996,53.88864000000001,1.6916399999999998,1.2827,1115.83632,ohc,four,2.1630972,mpfi,87.884,99.05999999999999,8.7,90,5100,10.226721739130435,7.587567741935484,8905.5,renault,5 gtl
132,3,gas,std,two,hatchback,fwd,front,2517.14,56.87568,1.6890999999999998,1.4249399999999999,1205.647536,ohc,four,1.9828391000000003,mpfi,89.916,77.978,9.31,110,5250,11.200695238095237,8.400521428571428,10665.0,saab,99e
133,2,gas,std,four,sedan,fwd,front,2517.14,56.87568,1.6890999999999998,1.4249399999999999,1222.43044,ohc,four,1.9828391000000003,mpfi,89.916,77.978,9.3,110,5250,11.200695238095237,8.400521428571428,10953.0,saab,99le
134,3,gas,std,two,hatchback,fwd,front,2517.14,56.87568,1.6890999999999998,1.4249399999999999,1227.873544,ohc,four,1.9828391000000003,mpfi,64.51599999999999,52.577999999999996,9.3,110,5250,11.200695238095237,8.400521428571428,13536.0,saab,99le
135,2,gas,std,four,sedan,fwd,front,2517.14,56.87568,1.6890999999999998,1.4249399999999999,1251.006736,ohc,four,1.9828391000000003,mpfi,89.916,77.978,9.3,110,5250,11.200695238095237,8.400521428571428,13959.0,saab,99gle
136,3,gas,turbo,two,hatchback,fwd,front,2517.14,56.87568,1.6890999999999998,1.4249399999999999,1273.686336,dohc,four,1.9828391000000003,mpfi,89.916,77.978,9.0,160,5500,12.379715789473684,9.046715384615384,16335.0,saab,99gle
137,2,gas,turbo,four,sedan,fwd,front,2517.14,56.87568,1.6890999999999998,1.4249399999999999,1291.376424,dohc,four,1.9828391000000003,mpfi,89.916,77.978,9.0,160,5500,12.379715789473684,9.046715384615384,16758.0,saab,99e
138,2,gas,std,two,hatchback,fwd,front,2379.98,47.82312,1.6103599999999998,1.36398,929.8636,ohcf,four,1.5895487000000001,2bbl,91.948,59.943999999999996,9.0,69,4900,7.587567741935484,6.533738888888888,4606.2,subaru,
139,2,gas,std,two,hatchback,fwd,front,2379.98,48.12792,1.61544,1.36398,961.61504,ohcf,four,1.7698068000000002,2bbl,91.948,67.056,8.7,73,4400,9.046715384615384,7.587567741935484,6347.7,subaru,dl
140,2,gas,std,two,hatchback,4wd,front,2369.8199999999997,47.945040000000006,1.62052,1.41478,1016.04608,ohcf,four,1.7698068000000002,2bbl,91.948,67.056,8.7,73,4400,9.046715384615384,7.587567741935484,6842.7,subaru,dl
141,0,gas,std,four,sedan,fwd,front,2468.88,52.4256,1.66116,1.3335,972.95484,ohcf,four,1.7698068000000002,2bbl,91.948,67.056,9.5,82,4800,7.35045625,6.357151351351351,6413.400000000001,subaru,
142,0,gas,std,four,sedan,fwd,front,2468.88,52.4256,1.66116,1.3335,993.36648,ohcf,four,1.7698068000000002,2bbl,91.948,67.056,9.5,82,4400,8.400521428571428,7.127715151515151,6997.5,subaru,brz
143,0,gas,std,four,sedan,fwd,front,2468.88,52.4256,1.66116,1.3335,1061.40528,ohcf,four,1.7698068000000002,mpfi,91.948,67.056,9.0,94,5200,9.046715384615384,7.35045625,8964.0,subaru,baja
144,0,gas,std,four,sedan,4wd,front,2463.7999999999997,52.4256,1.66116,1.37922,1081.81692,ohcf,four,1.7698068000000002,2bbl,91.948,67.056,9.0,82,4800,9.800608333333333,9.408584,8309.7,subaru,r1
145,0,gas,turbo,four,sedan,4wd,front,2463.7999999999997,52.4256,1.66116,1.37922,1138.51592,ohcf,four,1.7698068000000002,mpfi,91.948,67.056,7.7,111,4800,9.800608333333333,8.110848275862068,10133.1,subaru,r2
146,0,gas,std,four,wagon,fwd,front,2463.7999999999997,52.8828,1.66116,1.3461999999999998,1038.72568,ohcf,four,1.7698068000000002,2bbl,91.948,67.056,9.0,82,4800,8.400521428571428,7.35045625,6716.7,subaru,trezia
147,0,gas,std,four,wagon,fwd,front,2463.7999999999997,52.8828,1.66116,1.3461999999999998,1113.56836,ohcf,four,1.7698068000000002,mpfi,91.948,67.056,9.0,94,5200,9.408584,7.587567741935484,9178.2,subaru,tribeca
148,0,gas,std,four,wagon,4wd,front,2461.26,52.91328,1.66116,1.3944599999999998,1097.69264,ohcf,four,1.7698068000000002,2bbl,91.948,67.056,9.0,82,4800,10.226721739130435,8.110848275862068,7211.7,subaru,dl
149,0,gas,turbo,four,wagon,4wd,front,2461.26,52.91328,1.66116,1.3944599999999998,1202.0188,ohcf,four,1.7698068000000002,mpfi,91.948,67.056,7.7,111,4800,10.226721739130435,10.226721739130435,10524.6,subaru,dl
150,1,gas,std,two,hatchback,fwd,front,2430.7799999999997,48.37176,1.61544,1.3842999999999999,900.38012,ohc,four,1.5076132000000002,2bbl,77.46999999999998,76.96199999999999,9.0,62,4800,6.720417142857142,6.031143589743589,4813.2,toyota,corona mark ii
151,1,gas,std,two,hatchback,fwd,front,2430.7799999999997,48.37176,1.61544,1.3842999999999999,925.32768,ohc,four,1.5076132000000002,2bbl,77.46999999999998,76.96199999999999,9.0,62,4800,7.587567741935484,6.189857894736842,5704.2,toyota,corona
152,1,gas,std,four,hatchback,fwd,front,2430.7799999999997,48.37176,1.61544,1.3842999999999999,913.98788,ohc,four,1.5076132000000002,2bbl,77.46999999999998,76.96199999999999,9.0,62,4800,7.587567741935484,6.189857894736842,5839.2,toyota,corolla 1200
153,0,gas,std,four,wagon,fwd,front,2430.7799999999997,51.72456,1.61544,1.50114,1034.18976,ohc,four,1.5076132000000002,2bbl,77.46999999999998,76.96199999999999,9.0,62,4800,7.587567741935484,6.357151351351351,6226.2,toyota,corona hardtop
154,0,gas,std,four,wagon,4wd,front,2430.7799999999997,51.72456,1.61544,1.50114,1038.72568,ohc,four,1.5076132000000002,2bbl,77.46999999999998,76.96199999999999,9.0,62,4800,8.711651851851851,7.35045625,7108.2,toyota,corolla 1600 (sw)
155,0,gas,std,four,wagon,4wd,front,2430.7799999999997,51.72456,1.61544,1.50114,1410.67112,ohc,four,1.5076132000000002,2bbl,77.46999999999998,76.96199999999999,9.0,62,4800,8.711651851851851,7.35045625,7900.2,toyota,carina
156,0,gas,std,four,sedan,fwd,front,2430.7799999999997,50.68824000000001,1.63576,1.3461999999999998,943.924952,ohc,four,1.6059358000000001,2bbl,81.026,76.96199999999999,9.0,70,4800,7.840486666666666,6.357151351351351,6244.2,toyota,mark ii
157,0,gas,std,four,hatchback,fwd,front,2430.7799999999997,50.68824000000001,1.63576,1.3411199999999999,956.625528,ohc,four,1.6059358000000001,2bbl,81.026,76.96199999999999,9.0,70,4800,7.840486666666666,6.357151351351351,6478.2,toyota,corolla 1200
158,0,diesel,std,four,sedan,fwd,front,2430.7799999999997,50.68824000000001,1.63576,1.3461999999999998,1031.9218,ohc,four,1.8025810000000002,idi,83.05799999999999,85.09,22.5,56,4500,6.918076470588235,6.533738888888888,7108.2,toyota,corona
159,0,diesel,std,four,hatchback,fwd,front,2430.7799999999997,50.68824000000001,1.63576,1.3411199999999999,1031.9218,ohc,four,1.8025810000000002,idi,83.05799999999999,85.09,22.5,56,4500,6.189857894736842,5.004565957446808,7009.2,toyota,corolla
160,0,gas,std,four,sedan,fwd,front,2430.7799999999997,50.68824000000001,1.63576,1.3461999999999998,949.821648,ohc,four,1.6059358000000001,2bbl,81.026,76.96199999999999,9.0,70,4800,6.189857894736842,5.004565957446808,6964.2,toyota,corona
161,0,gas,std,four,hatchback,fwd,front,2430.7799999999997,50.68824000000001,1.63576,1.3411199999999999,962.5222239999999,ohc,four,1.6059358000000001,2bbl,81.026,76.96199999999999,9.0,70,4800,8.400521428571428,6.918076470588235,7522.2,toyota,corolla
162,0,gas,std,four,sedan,fwd,front,2430.7799999999997,50.68824000000001,1.63576,1.3411199999999999,970.68688,ohc,four,1.6059358000000001,2bbl,81.026,76.96199999999999,9.0,70,4800,8.400521428571428,6.918076470588235,8332.2,toyota,mark ii
163,1,gas,std,two,sedan,rwd,front,2400.2999999999997,51.41976,1.6256,1.33604,983.841048,ohc,four,1.6059358000000001,2bbl,81.026,76.96199999999999,9.0,70,4800,8.110848275862068,6.918076470588235,7252.2,toyota,corolla liftback
164,1,gas,std,two,hatchback,rwd,front,2400.2999999999997,51.41976,1.6256,1.33604,999.716768,ohc,four,1.6059358000000001,2bbl,81.026,76.96199999999999,9.0,70,4800,8.110848275862068,6.918076470588235,7414.2,toyota,corona
165,1,gas,std,two,sedan,rwd,front,2400.2999999999997,51.41976,1.6256,1.33604,1027.38588,dohc,four,1.6059358000000001,mpfi,82.296,78.232,9.4,112,6600,9.046715384615384,8.110848275862068,8368.2,toyota,celica gt liftback
166,1,gas,std,two,hatchback,rwd,front,2400.2999999999997,51.41976,1.6256,1.33604,1043.2616,dohc,four,1.6059358000000001,mpfi,82.296,78.232,9.4,112,6600,9.046715384615384,8.110848275862068,8584.2,toyota,corolla tercel
167,2,gas,std,two,hardtop,rwd,front,2499.36,53.70576,1.6662399999999997,1.3208,1152.12368,ohc,four,2.3925166000000004,mpfi,91.948,88.89999999999999,9.3,116,4800,9.800608333333333,7.840486666666666,7604.1,toyota,corona liftback
168,2,gas,std,two,hardtop,rwd,front,2499.36,53.70576,1.6662399999999997,1.3208,1150.309312,ohc,four,2.3925166000000004,mpfi,91.948,88.89999999999999,9.3,116,4800,9.800608333333333,7.840486666666666,8675.1,toyota,corolla
169,2,gas,std,two,hatchback,rwd,front,2499.36,53.70576,1.6662399999999997,1.3208,1157.113192,ohc,four,2.3925166000000004,mpfi,91.948,88.89999999999999,9.3,116,4800,9.800608333333333,7.840486666666666,8990.1,toyota,starlet
170,2,gas,std,two,hardtop,rwd,front,2499.36,53.70576,1.6662399999999997,1.3208,1215.172968,ohc,four,2.3925166000000004,mpfi,91.948,88.89999999999999,9.3,116,4800,9.800608333333333,7.840486666666666,10079.1,toyota,tercel
171,2,gas,std,two,hatchback,rwd,front,2499.36,53.70576,1.6662399999999997,1.3208,1231.048688,ohc,four,2.3925166000000004,mpfi,91.948,88.89999999999999,9.3,116,4800,9.800608333333333,7.840486666666666,10394.1,toyota,corolla
172,2,gas,std,two,convertible,rwd,front,2499.36,53.70576,1.6662399999999997,1.3461999999999998,1349.4362,ohc,four,2.3925166000000004,mpfi,91.948,88.89999999999999,9.3,116,4800,9.800608333333333,7.840486666666666,15902.1,toyota,cressida
173,-1,gas,std,four,sedan,fwd,front,2600.96,53.52288,1.6890999999999998,1.3944599999999998,1055.054992,ohc,four,1.9992262000000003,mpfi,84.074,89.916,8.7,92,4200,8.110848275862068,6.918076470588235,8053.2,toyota,corolla
174,-1,diesel,turbo,four,sedan,fwd,front,2600.96,53.52288,1.6890999999999998,1.3944599999999998,1124.90816,ohc,four,1.8025810000000002,idi,83.05799999999999,85.09,22.5,73,4500,7.840486666666666,7.127715151515151,9628.2,toyota,celica gt
175,-1,gas,std,four,hatchback,fwd,front,2600.96,53.52288,1.6890999999999998,1.36906,1094.971088,ohc,four,1.9992262000000003,mpfi,84.074,89.916,8.7,92,4200,8.711651851851851,7.35045625,8989.2,toyota,corona
176,-1,gas,std,four,sedan,fwd,front,2600.96,53.52288,1.6890999999999998,1.3944599999999998,1094.971088,ohc,four,1.9992262000000003,mpfi,84.074,89.916,8.7,92,4200,8.711651851851851,7.35045625,9808.2,toyota,corolla
177,-1,gas,std,four,hatchback,fwd,front,2600.96,53.52288,1.6890999999999998,1.36906,1114.929136,ohc,four,1.9992262000000003,mpfi,84.074,89.916,8.7,92,4200,8.711651851851851,7.35045625,10123.2,toyota,mark ii
178,3,gas,std,two,hatchback,rwd,front,2613.66,55.930800000000005,1.71958,1.3208,1349.889792,dohc,six,2.8021941000000004,mpfi,83.05799999999999,85.09,9.3,161,5200,11.760729999999999,9.800608333333333,14902.2,toyota,corolla liftback
179,3,gas,std,two,hatchback,rwd,front,2613.66,55.930800000000005,1.71958,1.3208,1368.033472,dohc,six,2.8021941000000004,mpfi,83.05799999999999,85.09,9.3,161,5200,12.379715789473684,9.800608333333333,14398.2,toyota,corona
180,-1,gas,std,four,sedan,rwd,front,2654.2999999999997,57.241440000000004,1.6890999999999998,1.37414,1420.1965519999999,dohc,six,2.8021941000000004,mpfi,83.05799999999999,85.09,9.2,156,5200,11.760729999999999,9.800608333333333,14121.0,toyota,starlet
181,-1,gas,std,four,wagon,rwd,front,2654.2999999999997,57.241440000000004,1.6890999999999998,1.37414,1429.268392,dohc,six,2.6383231000000005,mpfi,83.05799999999999,85.09,9.2,156,5200,12.379715789473684,9.800608333333333,14175.0,toyouta,tercel
182,2,diesel,std,two,sedan,fwd,front,2471.4199999999996,52.33416,1.6637,1.41478,1025.571512,ohc,four,1.5895487000000001,idi,76.454,86.36,23.0,52,4800,6.357151351351351,5.113360869565217,6997.5,vokswagen,rabbit
183,2,gas,std,two,sedan,fwd,front,2471.4199999999996,52.33416,1.6637,1.41478,1001.984728,ohc,four,1.7861939000000002,mpfi,81.026,86.36,9.0,85,5250,8.711651851851851,6.918076470588235,7177.5,volkswagen,1131 deluxe sedan
184,2,diesel,std,four,sedan,fwd,front,2471.4199999999996,52.33416,1.6637,1.41478,1026.932288,ohc,four,1.5895487000000001,idi,76.454,86.36,23.0,52,4800,6.357151351351351,5.113360869565217,7195.5,volkswagen,model 111
185,2,gas,std,four,sedan,fwd,front,2471.4199999999996,52.33416,1.6637,1.41478,1003.345504,ohc,four,1.7861939000000002,mpfi,81.026,86.36,9.0,85,5250,8.711651851851851,6.918076470588235,7375.5,volkswagen,type 3
186,2,gas,std,four,sedan,fwd,front,2471.4199999999996,52.33416,1.6637,1.41478,1031.9218,ohc,four,1.7861939000000002,mpfi,81.026,86.36,9.0,85,5250,8.711651851851851,6.918076470588235,7645.5,volkswagen,411 (sw)
187,2,diesel,turbo,four,sedan,fwd,front,2471.4199999999996,52.33416,1.6637,1.41478,1051.879848,ohc,four,1.5895487000000001,idi,76.454,86.36,23.0,68,4500,6.357151351351351,5.600347619047619,8545.5,volkswagen,super beetle
188,2,gas,std,four,sedan,fwd,front,2471.4199999999996,52.33416,1.6637,1.41478,1043.2616,ohc,four,1.7861939000000002,mpfi,81.026,86.36,10.0,100,5500,9.046715384615384,7.35045625,8995.5,volkswagen,dasher
189,3,gas,std,two,convertible,fwd,front,2400.2999999999997,48.554640000000006,1.63068,1.41224,1022.3963679999999,ohc,four,1.7861939000000002,mpfi,81.026,86.36,8.5,90,5500,9.800608333333333,8.110848275862068,10435.5,vw,dasher
190,3,gas,std,two,hatchback,fwd,front,2400.2999999999997,50.505359999999996,1.6256,1.3055599999999998,1007.427832,ohc,four,1.7861939000000002,mpfi,81.026,86.36,8.5,90,5500,9.800608333333333,8.110848275862068,8982.0,vw,rabbit
191,0,gas,std,four,sedan,fwd,front,2550.16,54.92496,1.69926,1.39954,1207.008312,ohc,five,2.2286456,mpfi,81.026,86.36,8.5,110,5500,12.379715789473684,9.800608333333333,11965.5,volkswagen,rabbit
192,0,diesel,turbo,four,sedan,fwd,front,2550.16,54.92496,1.69926,1.39954,1169.813768,ohc,four,1.5895487000000001,idi,76.454,86.36,23.0,68,4500,7.127715151515151,6.189857894736842,12460.5,volkswagen,rabbit custom
193,0,gas,std,four,wagon,fwd,front,2550.16,55.80888,1.69926,1.39954,1162.556296,ohc,four,1.7861939000000002,mpfi,81.026,86.36,9.0,88,5500,9.408584,7.587567741935484,11061.0,volkswagen,dasher
194,-2,gas,std,four,sedan,rwd,front,2649.22,57.546240000000004,1.70688,1.42748,1320.859904,ohc,four,2.3105811000000003,mpfi,96.01199999999999,80.00999999999999,9.5,114,5400,10.226721739130435,8.400521428571428,11646.0,volvo,145e (sw)
195,-1,gas,std,four,wagon,rwd,front,2649.22,57.546240000000004,1.70688,1.4605,1376.198128,ohc,four,2.3105811000000003,mpfi,96.01199999999999,80.00999999999999,9.5,114,5400,10.226721739130435,8.400521428571428,12073.5,volvo,144ea
196,-2,gas,std,four,sedan,rwd,front,2649.22,57.546240000000004,1.70688,1.42748,1331.29252,ohc,four,2.3105811000000003,mpfi,96.01199999999999,80.00999999999999,9.5,114,5400,9.800608333333333,8.400521428571428,14386.5,volvo,244dl
197,-1,gas,std,four,wagon,rwd,front,2649.22,57.546240000000004,1.70688,1.4605,1379.826864,ohc,four,2.3105811000000003,mpfi,96.01199999999999,80.00999999999999,9.5,114,5400,9.800608333333333,8.400521428571428,14863.5,volvo,245
198,-2,gas,turbo,four,sedan,rwd,front,2649.22,57.546240000000004,1.70688,1.42748,1381.1876399999999,ohc,four,2.130323,mpfi,91.948,80.00999999999999,7.5,162,5100,13.83615294117647,10.691572727272726,16578.0,volvo,264gl
199,-1,gas,turbo,four,wagon,rwd,front,2649.22,57.546240000000004,1.70688,1.4605,1431.989944,ohc,four,2.130323,mpfi,91.948,80.00999999999999,7.5,162,5100,13.83615294117647,10.691572727272726,17055.0,volvo,diesel
200,-1,gas,std,four,sedan,rwd,front,2771.14,57.546240000000004,1.7500600000000002,1.4097,1339.003584,ohc,four,2.3105811000000003,mpfi,96.01199999999999,80.00999999999999,9.5,114,5400,10.226721739130435,8.400521428571428,15160.5,volvo,145e (sw)
201,-1,gas,turbo,four,sedan,rwd,front,2771.14,57.546240000000004,1.74752,1.4097,1383.002008,ohc,four,2.3105811000000003,mpfi,96.01199999999999,80.00999999999999,8.7,160,5300,12.379715789473684,9.408584,17140.5,volvo,144ea
202,-1,gas,std,four,sedan,rwd,front,2771.14,57.546240000000004,1.7500600000000002,1.4097,1366.219104,ohcv,six,2.8349683000000003,mpfi,90.932,72.898,8.8,134,5500,13.067477777777777,10.226721739130435,19336.5,volvo,244dl
203,-1,diesel,turbo,four,sedan,rwd,front,2771.14,57.546240000000004,1.7500600000000002,1.4097,1459.205464,ohc,six,2.3761295000000002,idi,76.454,86.36,23.0,106,4800,9.046715384615384,8.711651851851851,20223.0,volvo,246
204,-1,gas,turbo,four,sedan,rwd,front,2771.14,57.546240000000004,1.7500600000000002,1.4097,1388.898704,ohc,four,2.3105811000000003,mpfi,96.01199999999999,80.00999999999999,9.5,114,5400,12.379715789473684,9.408584,20362.5,volvo,264gl
